"color","num_critic_for_reviews","duration","gross","movie_title","num_voted_users","num_user_for_reviews","language","country","budget","title_year","imdb_score","movie_facebook_likes"
"Color",97,96,19351569,"Saving Silverman ",33287,201,"English","USA",2.2e+07,2001,5.9,739
"Color",88,94,49002815,"Diary of a Wimpy Kid: Dog Days ",15665,35,"English","USA",2.2e+07,2012,6.4,0
"Color",85,142,19283782,"Summer of Sam ",31227,354,"English","USA",2.2e+07,1999,6.6,0
"Color",181,104,30059386,"Jay and Silent Bob Strike Back ",128593,867,"English","USA",2.2e+07,2001,6.9,0
"Color",257,136,35799026,"The Island ",263336,899,"English","USA",1.26e+08,2005,6.9,0
"Color",95,106,17951431,"The Glass House ",25462,200,"English","USA",3e+07,2001,5.8,804
"Color",423,106,29997095,"Hail, Caesar! ",60926,302,"English","UK",2.2e+07,2016,6.4,23000
"Color",93,98,14252830,"Josie and the Pussycats ",18900,242,"English","Canada",2.2e+07,2001,5.3,0
"Color",203,100,19783777,"Homefront ",82804,154,"English","USA",2.2e+07,2013,6.5,15000
"Color",38,95,13555988,"The Little Vampire ",7242,38,"English","Germany",2.2e+07,2000,5.7,0
"Color",183,107,12784713,"I Heart Huckabees ",56813,381,"English","USA",2.2e+07,2004,6.7,0
"Color",75,104,10696210,"RoboCop 3 ",35018,180,"English","USA",23500000,1993,3.9,716
"Color",18,104,5974653,"Megiddo: The Omega Code 2 ",2253,111,"English","USA",2.2e+07,2001,4.1,158
"Color",22,143,5000000,"Darling Lili ",1547,50,"English","USA",2.5e+07,1970,6.2,104
"Color",41,77,9694105,"Dudley Do-Right ",8176,77,"English","USA",2.2e+07,1999,3.8,272
"Color",148,96,16027866,"The Transporter Refueled ",26767,121,"English","France",2.5e+07,2015,5.1,0
"Color",231,145,4398392,"Black Book ",59507,232,"Dutch","Netherlands",2.1e+07,2006,7.8,0
"Color",115,116,1050445,"Joyeux Noel ",21394,147,"French","France",2.2e+07,2005,7.8,11000
"Color",176,100,13746550,"Hit and Run ",29322,104,"English","USA",2e+06,2012,6.1,0
"Color",98,104,20668843,"Mad Money ",16831,54,"English","USA",2.2e+07,2008,5.8,687
"Color",149,92,2963012,"Before I Go to Sleep ",48873,105,"English","UK",2.2e+07,2014,6.3,11000
"Color",138,105,1796024,"Stone ",34985,135,"English","USA",2.2e+07,2010,5.4,0
"Color",78,120,634277,"Molière ",5166,27,"French","France",1.6e+07,2007,7.3,815
"Color",288,116,11326836,"Out of the Furnace ",83171,231,"English","USA",2.2e+07,2013,6.8,17000
"Color",299,119,49024969,"Michael Clayton ",133367,363,"English","USA",2.5e+07,2007,7.3,0
"Color",27,101,22294341,"My Fellow Americans ",12278,71,"English","USA",21500000,1996,6.5,758
"Color",155,117,24362501,"Arlington Road ",69980,591,"English","USA",21500000,1999,7.2,0
"Color",275,112,16684352,"To Rome with Love ",67893,163,"English","USA",1.7e+07,2012,6.3,18000
"Color",43,136,46700000,"Firefox ",19832,98,"English","USA",2.1e+07,1982,5.9,0
"Color",163,81,52008288,"South Park: Bigger Longer & Uncut ",162037,928,"English","USA",2.1e+07,1999,7.8,0
"Color",168,87,8579684,"Death at a Funeral ",89547,199,"English","USA",9e+06,2007,7.4,0
"Color",60,96,42660000,"Teenage Mutant Ninja Turtles III ",25086,87,"English","USA",1.7e+07,1993,4.8,1000
"Color",85,106,40219708,"Hardball ",22649,131,"English","USA",2.1e+07,2001,6.3,0
"Color",539,122,132088910,"Silver Linings Playbook ",533607,692,"English","USA",2.1e+07,2012,7.8,117000
"Color",84,123,36581633,"Freedom Writers ",52533,235,"English","Germany",2.1e+07,2007,7.5,10000
"Color",171,92,25296447,"The Transporter ",237248,460,"English","France",2.1e+07,2002,6.8,0
"Color",140,110,24848292,"Never Back Down ",80556,184,"English","USA",2e+07,2008,6.6,0
" Black and White",85,104,17757087,"The Rage: Carrie 2 ",13065,253,"English","USA",2.1e+07,1999,4.6,897
"Color",217,98,9430988,"Away We Go ",45992,115,"English","USA",1.7e+07,2009,7.1,7000
"Color",131,120,16284360,"Swing Vote ",15079,79,"English","USA",2.1e+07,2008,6.1,1000
"Color",111,112,6830957,"Moonlight Mile ",11983,147,"English","USA",2.1e+07,2002,6.7,365
"Color",466,127,24104113,"Tinker Tailor Soldier Spy ",149066,517,"English","France",2e+07,2011,7.1,24000
"Color",16,102,15593,"Molly ",2295,40,"English","USA",2.1e+07,1999,5.8,284
"Color",276,91,958319,"The Beaver ",39764,148,"English","USA",2.1e+07,2011,6.7,17000
"Color",11,114,69700000,"The Best Little Whorehouse in Texas ",7748,48,"English","USA",3.5e+07,1982,5.8,0
"Color",196,115,2840417,"eXistenZ ",77493,527,"English","Canada",3.1e+07,1999,6.8,6000
"Color",234,115,242374454,"Raiders of the Lost Ark ",661017,771,"English","USA",1.8e+07,1981,8.5,16000
"Color",37,120,173585516,"Home Alone 2: Lost in New York ",200077,189,"English","USA",1.8e+07,1992,6.6,0
"Color",171,135,128300000,"Close Encounters of the Third Kind ",139288,339,"English","USA",19400870,1977,7.7,0
"Color",148,90,20259297,"Pulse ",24969,258,"English","USA",2e+07,2006,4.7,0
"Color",50,100,153665036,"Beverly Hills Cop II ",84824,95,"English","USA",2.8e+07,1987,6.4,0
"Color",121,105,132541238,"Bringing Down the House ",30058,236,"English","USA",3.3e+07,2003,5.5,800
"Color",185,138,130727000,"The Silence of the Lambs ",887467,916,"English","USA",1.9e+07,1991,8.6,40000
"Color",61,94,121697350,"Wayne's World ",114610,176,"English","USA",2e+07,1992,7,0
"Color",156,101,117224271,"Jackass 3D ",47794,81,"English","USA",2e+07,2010,7.1,0
"Color",75,131,102922376,"Jaws 2 ",51314,265,"English","USA",2e+07,1978,5.7,0
"Color",100,91,94497271,"Beverly Hills Chihuahua ",17829,99,"English","USA",2e+07,2008,3.7,0
"Color",511,112,137387272,"The Conjuring ",300110,807,"English","USA",2e+07,2013,7.5,131000
"Color",75,95,82301521,"Are We There Yet? ",22679,149,"English","USA",3.2e+07,2005,4.6,773
"Color",148,100,84518155,"Tammy ",35965,144,"English","USA",2e+07,2014,4.9,11000
"Color",253,105,80050171,"Disturbia ",186984,491,"English","USA",2e+07,2007,6.9,0
"Color",204,108,81257845,"School of Rock ",210680,479,"English","USA",3.5e+07,2003,7.1,0
"Color",72,101,70360285,"Mortal Kombat ",81783,283,"English","USA",1.8e+07,1995,5.8,0
"Color",98,114,12831121,"Wicker Park ",44979,298,"English","USA",3e+07,2004,7,0
"Color",62,109,69148997,"White Chicks ",98794,251,"English","USA",3.7e+07,2004,5.4,0
"Color",549,115,82624961,"The Descendants ",205284,439,"English","USA",2e+07,2011,7.3,22000
" Black and White",106,117,67325559,"Holes ",58222,331,"English","USA",2e+07,2003,7.1,0
"Color",123,107,62933793,"The Last Song ",62421,185,"English","USA",2e+07,2010,5.8,10000
"Color",597,134,56667870,"12 Years a Slave ",439176,695,"English","USA",2e+07,2013,8.1,83000
"Color",64,118,56398162,"Drumline ",28649,185,"English","USA",2e+07,2002,5.7,2000
"Color",40,121,60072596,"Why Did I Get Married Too? ",7664,68,"English","USA",2e+07,2010,4.4,0
"Color",111,105,56362352,"Edward Scissorhands ",357581,588,"English","USA",2e+07,1990,7.9,16000
"Color",151,110,56154094,"Me Before You ",44723,130,"English","UK",2e+07,2016,7.6,51000
"Color",31,114,65623128,"Madea's Witness Protection ",7354,50,"English","USA",2e+07,2012,4.8,0
"Color",99,85,48546578,"Date Movie ",50415,613,"English","USA",2e+07,2006,2.7,806
"Color",80,72,48423368,"Return to Never Land ",13324,79,"English","USA",2e+07,2002,5.8,302
"Color",364,128,52066000,"Selma ",61114,212,"English","UK",2e+07,2014,7.5,22000
"Color",85,72,47887943,"The Jungle Book 2 ",11634,58,"English","USA",2e+07,2003,5.4,227
"Color",140,89,46363118,"Boogeyman ",25960,389,"English","USA",2e+07,2005,4.1,1000
"Color",184,96,47852604,"Premonition ",62364,337,"English","USA",2e+07,2007,5.9,0
"Color",89,77,45542421,"The Tigger Movie ",13319,53,"English","USA",3e+07,2000,6.3,347
"Color",61,111,42652003,"Max ",18915,87,"English","USA",2e+07,2015,6.8,33000
"Color",112,93,39737645,"Epic Movie ",89687,666,"English","USA",2e+07,2007,2.3,0
"Color",166,129,37567440,"Conan the Barbarian ",113068,337,"English","USA",2e+07,1982,6.9,0
"Color",474,128,44988180,"Spotlight ",195333,409,"English","USA",2e+07,2015,8.1,80000
"Color",165,110,39263506,"Lakeview Terrace ",40469,135,"English","USA",2.2e+07,2008,6.1,0
"Color",131,137,39143839,"The Grudge 2 ",38658,284,"English","USA",2e+07,2006,5,930
"Color",29,124,37672350,"How Stella Got Her Groove Back ",5427,51,"English","USA",2e+07,1998,5.5,0
"Color",43,93,38037513,"Bill & Ted's Bogus Journey ",49680,117,"English","USA",2e+07,1991,6.2,0
"Color",111,115,37442180,"Man of the Year ",28005,236,"English","USA",2e+07,2006,6.2,0
"Color",333,105,35596227,"The American ",79461,463,"English","USA",2e+07,2010,6.3,10000
"Color",37,127,35422828,"Selena ",19126,155,"English","USA",2e+07,1997,6.7,0
"Color",122,82,36658108,"Vampires Suck ",39095,187,"English","USA",2e+07,2010,3.5,16000
"Color",285,143,34300771,"Babel ",243799,908,"English","France",2.5e+07,2006,7.5,0
"Color",156,103,34290142,"This Is Where I Leave You ",54242,145,"English","USA",19800000,2014,6.6,14000
"Color",293,104,33422556,"Doubt ",99236,321,"English","USA",2e+07,2008,7.5,0
"Color",233,98,32774834,"Team America: World Police ",136048,700,"English","USA",3e+07,2004,7.2,0
"Color",282,92,34334256,"Texas Chainsaw 3D ",35131,255,"English","USA",1.1e+07,2013,4.8,16000
"Color",57,123,32051917,"Copycat ",42315,140,"English","USA",2e+07,1995,6.6,0
"Color",153,88,32014289,"Scary Movie 5 ",50337,177,"English","USA",2e+07,2013,3.5,13000
"Color",324,128,31838002,"Milk ",136673,281,"English","USA",2e+07,2008,7.6,10000
"Color",122,107,36874745,"Risen ",12276,117,"English","USA",2e+07,2016,6.3,21000
"Color",156,91,30079316,"Ghost Ship ",75920,474,"English","USA",3.5e+07,2002,5.5,0
"Color",161,90,35033759,"A Very Harold & Kumar 3D Christmas ",55008,93,"English","USA",1.9e+07,2011,6.3,21000
"Color",69,115,29753944,"Wild Things ",90677,389,"English","USA",2e+07,1998,6.5,0
"Color",258,113,31146570,"The Debt ",55441,165,"English","USA",2e+07,2010,6.9,0
"Color",174,113,27277055,"High Fidelity ",143137,602,"English","UK",2e+07,2000,7.6,10000
"Color",141,87,26876529,"One Missed Call ",26624,189,"English","Japan",2.7e+07,2008,3.9,0
"Color",31,101,53146000,"Eye for an Eye ",9845,77,"English","USA",2e+07,1996,6.1,613
"Color",222,111,30028592,"The Bank Job ",152247,189,"English","UK",2e+07,2008,7.3,0
"Color",273,108,34126138,"Eternal Sunshine of the Spotless Mind ",666937,1514,"English","USA",2e+07,2004,8.3,52000
"Color",91,105,25677801,"You Again ",41273,136,"English","USA",2e+07,2010,5.8,0
"Color",190,109,26415649,"Street Kings ",94892,189,"English","USA",2e+07,2008,6.8,0
"Color",427,109,26003149,"The World's End ",185587,401,"English","UK",2e+07,2013,7,49000
"Color",93,99,25584685,"Nancy Drew ",15877,102,"English","USA",2e+07,2007,5.9,590
"Color",292,98,29975979,"Daybreakers ",105797,281,"English","Australia",2e+07,2009,6.5,0
"Color",180,104,31584722,"She's Out of My League ",101730,131,"English","USA",2e+07,2010,6.4,0
"Color",94,109,23179303,"Monte Carlo ",32951,44,"English","Hungary",2e+07,2011,5.8,6000
"Color",112,75,23078294,"Stay Alive ",25870,281,"English","USA",9e+06,2006,5.1,0
"Color",20,119,21413105,"Quigley Down Under ",15230,97,"English","Australia",2e+07,1990,6.8,0
"Color",84,90,25077977,"Alpha and Omega ",10986,84,"English","USA",2e+07,2010,5.3,0
"Color",120,97,23292105,"The Covenant ",39541,334,"English","USA",2e+07,2006,5.3,3000
"Color",103,89,20916309,"Shorts ",5332,37,"English","USA",4e+07,2009,4.9,431
"Color",59,106,21200000,"To Die For ",34774,162,"English","USA",2e+07,1995,6.8,1000
"Color",114,104,20241395,"Vampires ",42664,403,"English","USA",2e+07,1998,6.1,0
" Black and White",290,108,32000000,"Psycho ",422432,1040,"English","USA",806947,1960,8.5,18000
"Color",80,112,19151864,"My Best Friend's Girl ",36983,100,"English","USA",4e+07,2008,5.9,0
"Color",98,104,23393765,"Endless Love ",31323,76,"English","USA",2e+07,2014,6.3,0
"Color",88,113,18882880,"Georgia Rule ",20539,125,"English","USA",2e+07,2007,5.9,681
"Color",13,98,8500000,"Under the Rainbow ",2061,34,"English","USA",2e+07,1981,5.4,501
"Color",60,114,18252684,"Simon Birch ",18366,219,"English","USA",3e+07,1998,6.9,0
"Color",154,124,19661987,"Reign Over Me ",83786,231,"English","USA",2e+07,2007,7.5,0
"Color",274,148,18352454,"Into the Wild ",426359,760,"English","USA",1.5e+07,2007,8.2,76000
"Color",110,108,17803796,"School for Scoundrels ",26100,97,"English","USA",2e+07,2006,5.9,484
"Color",173,95,17529157,"Silent Hill: Revelation 3D ",49888,220,"English","France",2e+07,2012,5,25000
"Color",165,108,25753840,"From Dusk Till Dawn ",219091,592,"English","USA",1.9e+07,1996,7.3,12000
"Color",45,68,18081626,"Pooh's Heffalump Movie ",4180,32,"English","USA",2e+07,2005,6.4,264
"Color",45,103,17518220,"Home for the Holidays ",9105,76,"English","USA",2e+07,1995,6.6,0
"Color",377,99,17104669,"Kung Fu Hustle ",99353,354,"Cantonese","Hong Kong",2e+07,2004,7.8,0
"Color",43,88,16988996,"The Country Bears ",3875,75,"English","USA",3.5e+07,2002,4,422
"Color",201,128,15797907,"The Kite Runner ",68119,230,"Dari","USA",2e+07,2007,7.6,0
"Color",192,124,16248701,"21 Grams ",189683,559,"English","USA",2e+07,2003,7.7,0
"Color",77,84,15712072,"Paparazzi ",13210,138,"English","USA",2e+07,2004,5.8,269
"Color",350,122,191449475,"Twilight ",348010,1535,"English","USA",3.7e+07,2008,5.2,19000
"Color",81,101,15408822,"A Guy Thing ",14147,92,"English","USA",2e+07,2003,5.6,401
"Color",81,98,15464026,"Loser ",23076,158,"English","USA",2e+07,2000,5.3,1000
"Color",27,225,8000000,"The Greatest Story Ever Told ",6484,100,"English","USA",2e+07,1965,6.6,1000
"Color",111,88,14174654,"Disaster Movie ",74945,359,"English","USA",2.5e+07,2008,1.9,0
"Color",107,88,15988876,"Armored ",26236,110,"English","USA",2.7e+07,2009,5.7,0
"Color",34,94,13801755,"The Man Who Knew Too Little ",23928,100,"English","USA",2e+07,1997,6.6,0
"Color",151,117,13987482,"What's Your Number? ",58957,91,"English","USA",2e+07,2011,6,0
"Color",289,95,14291570,"Lockout ",82082,236,"English","France",2e+07,2012,6.1,10000
"Color",76,99,12181484,"Envy ",26390,176,"English","USA",4e+07,2004,4.8,713
"Color",150,96,13630226,"Crank: High Voltage ",112516,223,"English","USA",2e+07,2009,6.2,0
"Color",67,98,13383737,"Bullets Over Broadway ",29385,86,"English","USA",2e+07,1994,7.5,979
"Color",36,123,13391174,"One Night with the King ",5796,177,"English","USA",2e+07,2006,6.3,0
"Color",149,101,12987647,"The Quiet American ",24019,199,"English","UK",3e+07,2002,7.1,983
"Color",156,102,12469811,"The Weather Man ",69172,316,"English","USA",2.2e+07,2005,6.6,0
" Black and White",64,94,12398628,"Undisputed ",21542,88,"English","USA",2e+07,2002,6.1,977
"Color",210,102,13214030,"Ghost Town ",60516,147,"English","USA",2e+07,2008,6.7,0
"Color",113,108,12232937,"12 Rounds ",22823,113,"English","USA",2.2e+07,2009,5.6,0
"Color",390,116,12134420,"Let Me In ",92237,366,"English","UK",2e+07,2010,7.2,25000
"Color",5,93,11784000,"3 Ninjas Kick Back ",6701,26,"English","USA",2e+07,1994,4.3,444
"Color",248,102,11169531,"Be Kind Rewind ",79855,235,"English","UK",2e+07,2008,6.4,0
"Color",137,103,11034436,"Mrs Henderson Presents ",13505,180,"English","UK",2e+07,2005,7.1,0
"Color",214,115,12626905,"Triple 9 ",32567,106,"English","USA",2e+07,2016,6.3,0
"Color",104,96,10569071,"Deconstructing Harry ",35586,131,"English","USA",2e+07,1997,7.4,0
"Color",81,98,10544143,"Three to Tango ",16372,121,"English","Australia",2e+07,1999,6.1,311
"Color",175,101,13650738,"Burnt ",61360,129,"English","USA",2e+07,2015,6.6,25000
"Color",20,106,10555348,"We're No Angels ",17349,42,"English","USA",2e+07,1989,6,855
"Color",69,101,9714482,"Everyone Says I Love You ",30083,140,"English","USA",2e+07,1996,6.8,0
"Color",168,87,8579684,"Death at a Funeral ",89547,199,"English","USA",9e+06,2007,7.4,0
"Color",166,111,9525276,"Death Sentence ",60156,299,"English","USA",2e+07,2007,6.8,0
"Color",160,99,8855646,"Everybody's Fine ",49855,117,"English","USA",2.1e+07,2009,7.2,10000
"Color",32,88,9109322,"Superbabies: Baby Geniuses 2 ",25371,129,"English","Germany",2e+07,2004,1.9,0
"Color",72,83,8326035,"The Man ",21933,76,"English","Germany",3.3e+07,2005,5.5,676
"Color",53,91,8104069,"Code Name: The Cleaner ",9785,26,"English","USA",2e+07,2007,4.5,233
"Color",76,108,8054280,"Connie and Carla ",6838,117,"English","USA",2e+07,2004,6.3,924
"Color",401,148,8093318,"Inherent Vice ",61935,242,"English","USA",2e+07,2014,6.7,18000
"Color",31,77,7382993,"Doogal ",3851,114,"English","USA",2e+07,2006,2.8,346
"Color",65,110,8888355,"Battle of the Year ",7894,25,"English","USA",2e+07,2013,5,0
"Color",45,83,7001720,"An American Carol ",8560,205,"English","USA",1.2e+07,2008,4.3,797
"Color",260,107,7268659,"Machete Kills ",59248,164,"English","Russia",2e+07,2013,5.6,48000
"Color",129,100,6852144,"Willard ",15169,213,"English","Canada",2.2e+07,2003,6.2,0
"Color",58,87,6563357,"Strange Wilderness ",18571,120,"English","USA",2e+07,2008,5.3,847
"Color",103,154,6201757,"Topsy-Turvy ",10037,202,"English","UK",1e+07,1999,7.4,608
"Color",45,106,6420319,"Little Boy ",15978,122,"English","Mexico",2e+07,2015,7.4,15000
"Color",345,99,5702083,"A Dangerous Method ",80617,190,"English","UK",1.5e+07,2011,6.5,36000
"Color",232,100,5480996,"A Scanner Darkly ",89383,293,"English","USA",8700000,2006,7.1,0
"Color",116,116,6002756,"Chasing Mavericks ",24997,75,"English","USA",2e+07,2012,7.2,13000
"Color",148,94,5132655,"Alone in the Dark ",37626,521,"English","Canada",2e+07,2005,2.3,1000
"Color",79,111,5205343,"Bandslam ",11958,39,"English","USA",2e+07,2009,6.4,1000
"Color",167,100,5005883,"Birth ",29649,361,"English","USA",2e+07,2004,6.1,0
"Color",350,125,5749134,"A Most Violent Year ",45799,180,"English","USA",2e+07,2014,7,0
"Color",99,119,4234040,"Flash of Genius ",14301,45,"English","USA",2e+07,2008,7,0
" Black and White",231,135,4001121,"I'm Not There. ",48346,230,"English","USA",2e+07,2007,7,0
"Color",119,93,3749061,"The Cold Light of Day ",28629,113,"English","USA",2e+07,2012,4.9,0
"Color",182,114,3519627,"The Brothers Bloom ",41737,105,"English","USA",2e+07,2008,6.9,0
"Color",245,124,3081925,"Synecdoche, New York ",55842,274,"English","USA",2.1e+07,2008,7.5,13000
"Color",174,134,2298191,"Princess Mononoke ",221552,570,"Japanese","Japan",2.4e+09,1997,8.4,11000
" Black and White",69,114,2353728,"Bon voyage ",4293,53,"French","France",2e+07,2003,6.9,235
"Color",26,124,2000000,"Can't Stop the Music ",2998,74,"English","USA",2e+07,1980,4.5,1000
"Color",168,104,1900725,"The Proposition ",43205,232,"English","Australia",2e+06,2005,7.4,0
"Color",27,118,2246000,"Courage ",2302,20,"English","USA",2e+07,2015,7,0
"Color",28,80,1646664,"Marci X ",4518,66,"English","USA",2e+07,2003,2.8,241
"Color",146,107,1190018,"Equilibrium ",261317,1137,"English","USA",2e+07,2002,7.5,20000
"Color",67,125,1027749,"The Children of Huang Shi ",8087,33,"English","Australia",4e+07,2008,7.1,1000
"Color",93,115,882710,"The Yards ",16215,138,"English","USA",2.4e+07,2000,6.4,401
"Color",131,122,531009,"By the Sea ",7976,61,"English","USA",1e+07,2015,5.3,0
"Color",105,103,410388,"Steamboy ",13727,79,"Japanese","Japan",2127519898,2004,6.9,973
"Color",21,101,375474,"The Game of Their Lives ",2613,46,"English","USA",2e+07,2005,6.2,445
"Color",9,107,305070,"Rapa Nui ",3843,25,"English","USA",2e+07,1994,6.4,399
"Color",8,118,146072,"Les couloirs du temps: Les visiteurs II ",7147,16,"French","France",1.4e+08,1998,6,136
"Color",138,107,1183354,"Dylan Dog: Dead of Night ",13026,75,"English","USA",2e+07,2010,5.1,0
"Color",42,100,121972,"People I Know ",9868,81,"English","USA",2.2e+07,2002,5.5,217
"Color",92,110,263365,"The Tempest ",6147,36,"English","USA",2e+07,2010,5.4,0
"Color",143,125,8047690,"The Painted Veil ",77656,220,"Mandarin","China",19400000,2006,7.5,0
"Color",160,184,476270,"The Baader Meinhof Complex ",29602,110,"German","Germany",2e+07,2008,7.4,0
"Color",92,236,184208848,"Dances with Wolves ",186485,382,"English","USA",2.2e+07,1990,8,0
"Color",286,97,100292856,"Bad Teacher ",160418,296,"English","USA",2e+07,2011,5.7,16000
"Color",43,113,58571513,"Sea of Love ",30213,112,"English","USA",1.9e+07,1989,6.8,0
"Color",69,95,51431160,"A Cinderella Story ",62861,232,"English","USA",2e+07,2004,5.9,0
"Color",242,103,103001286,"Scream ",222018,869,"English","USA",1.5e+07,1996,7.2,11000
"Color",149,91,41867960,"Thir13en Ghosts ",65512,478,"English","USA",2e+07,2001,5.5,0
"Color",198,116,210609762,"Back to the Future ",732212,809,"English","USA",1.9e+07,1985,8.5,39000
"Color",147,93,40846082,"House on Haunted Hill ",45317,536,"English","USA",1.9e+07,1999,5.6,0
"Color",36,113,51697449,"I Can Do Bad All by Myself ",8346,59,"English","USA",1.3e+07,2009,4.1,1000
"Color",181,101,27758465,"The Switch ",77987,120,"English","USA",1.9e+07,2010,6.1,0
"Color",97,95,56127162,"Just Married ",57479,205,"English","USA",1.8e+07,2003,5.4,0
"Color",167,109,1357042,"The Devil's Double ",53977,125,"English","Belgium",1.5e+07,2011,7.1,14000
"Color",47,85,15911333,"Thomas and the Magic Railroad ",2855,119,"English","UK",1.9e+07,2000,3.6,663
"Color",308,101,39103378,"The Crazies ",93272,251,"English","USA",2e+07,2010,6.5,0
"Color",246,125,10049886,"Spirited Away ",417971,902,"Japanese","Japan",1.9e+07,2001,8.6,28000
"Color",29,132,8600000,"The Bounty ",17982,95,"English","UK",2.5e+07,1984,7,1000
"Color",252,131,21483154,"The Book Thief ",98741,236,"English","USA",1.9e+07,2013,7.6,53000
"Color",102,129,8396942,"Sex Drive ",72715,103,"English","USA",1.9e+07,2008,6.5,0
"Color",134,100,12561,"Leap Year ",71276,181,"English","USA",1.9e+07,2010,6.4,13000
"Color",136,97,6923891,"Take Me Home Tonight ",43867,83,"English","USA",2.3e+07,2011,6.3,0
"Color",10,92,2119994,"The Nutcracker ",1153,15,"English","USA",1.9e+07,1993,5.7,238
"Color",31,116,1292527,"Kansas City ",3536,44,"English","France",1.9e+07,1996,6.3,228
"Color",220,90,64255243,"The Amityville Horror ",80903,518,"English","USA",1.9e+07,2005,6,0
"Color",241,81,22245861,"Adaptation. ",143251,710,"English","USA",1.9e+07,2002,7.7,0
" Black and White",252,97,20433940,"Land of the Dead ",78883,662,"English","Canada",1.5e+07,2005,6.2,0
"Color",156,118,10562387,"Fear and Loathing in Las Vegas ",213226,648,"English","USA",18500000,1998,7.7,15000
"Color",192,100,18439082,"The Invention of Lying ",94292,287,"English","USA",18500000,2009,6.4,13000
"Color",351,97,150056505,"Neighbors ",216581,397,"English","USA",1.8e+07,2014,6.4,21000
"Color",57,114,119938730,"The Mask ",265818,213,"English","USA",1.8e+07,1994,6.9,0
"Color",99,130,114968774,"Big ",153468,204,"English","USA",1.8e+07,1988,7.3,0
"Color",343,82,128505958,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ",297014,1198,"English","USA",1.8e+07,2006,7.3,0
"Color",163,96,95001351,"Legally Blonde ",131801,548,"English","USA",1.8e+07,2001,6.2,0
"Color",110,105,76400000,"Star Trek III: The Search for Spock ",58743,192,"English","USA",1.7e+07,1984,6.6,0
"Color",233,122,75072454,"The Exorcism of Emily Rose ",96569,522,"English","USA",2e+07,2005,6.7,0
"Color",91,88,65535067,"Deuce Bigalow: Male Gigolo ",59380,202,"English","USA",1.7e+07,1999,5.7,0
"Color",169,110,13998282,"Left Behind ",24854,374,"English","USA",1.6e+07,2014,3.1,31000
"Color",142,103,6061759,"The Family Stone ",49077,475,"English","USA",1.7e+07,2005,6.3,0
" Black and White",50,106,64955956,"Barbershop 2: Back in Business ",10104,69,"English","USA",1.8e+07,2004,5.7,265
"Color",195,98,60057639,"Bad Santa ",107815,485,"English","USA",1.8e+07,2003,7.1,10000
"Color",129,68,53868030,"Austin Powers: International Man of Mystery ",183425,425,"English","USA",1.7e+07,1997,7,0
"Color",156,94,59573085,"My Big Fat Greek Wedding 2 ",13562,103,"English","USA",1.8e+07,2016,6.1,19000
"Color",103,99,52691009,"Diary of a Wimpy Kid: Rodrick Rules ",18727,45,"English","USA",2.1e+07,2011,6.6,0
"Color",217,107,59735548,"Predator ",290949,629,"English","USA",1.5e+07,1987,7.8,13000
"Color",134,180,51600000,"Amadeus ",270790,549,"English","USA",1.8e+07,1984,8.3,16000
"Color",146,89,43818159,"Prom Night ",27664,260,"English","USA",2e+07,2008,3.9,1000
"Color",159,97,86049418,"Mean Girls ",245989,554,"English","USA",1.7e+07,2004,7,0
"Color",111,113,43601508,"Under the Tuscan Sun ",35718,317,"English","USA",1.8e+07,2003,6.7,0
"Color",187,131,41300105,"Gosford Park ",65201,651,"English","UK",19800000,2001,7.3,0
"Color",44,103,41382841,"Peggy Sue Got Married ",27149,96,"English","USA",1.8e+07,1986,6.3,0
"Color",588,119,42335698,"Birdman or (The Unexpected Virtue of Ignorance) ",395087,1101,"English","USA",1.8e+07,2014,7.8,114000
"Color",415,98,33404871,"Blue Jasmine ",150082,384,"English","USA",1.8e+07,2013,7.3,36000
"Color",279,111,31471430,"United 93 ",83374,828,"English","USA",1.5e+07,2006,7.6,0
"Color",97,94,30222640,"Honey ",36666,144,"English","USA",2.5e+07,2003,5.3,0
"Color",60,122,26830000,"Glory ",101889,365,"English","USA",1.8e+07,1989,7.9,0
"Color",27,81,26906039,"Spy Hard ",29621,76,"English","USA",1.8e+07,1996,5.3,588
"Color",212,89,21378000,"The Fog ",46492,335,"English","USA",1e+06,1980,6.8,7000
"Color",110,106,43853424,"Soul Surfer ",35514,114,"English","USA",1.8e+07,2011,7.1,15000
"Color",190,86,23993605,"Observe and Report ",52467,248,"English","USA",1.8e+07,2009,5.8,0
"Color",77,103,26400000,"Conan the Destroyer ",62009,109,"English","USA",1.8e+07,1984,5.8,2000
" Black and White",151,121,45250,"Raging Bull ",235133,494,"English","USA",1.8e+07,1980,8.3,0
"Color",111,109,22927390,"Love Happens ",25344,77,"English","USA",1.8e+07,2009,5.6,0
"Color",64,109,4250320,"Young Sherlock Holmes ",14870,86,"English","USA",1.8e+07,1985,6.8,0
"Color",134,123,22452209,"Fame ",14062,82,"English","USA",1.8e+07,2009,5,0
"Color",450,94,18329466,"127 Hours ",279179,440,"English","USA",1.8e+07,2010,7.6,63000
"Color",128,94,17071230,"Small Time Crooks ",31169,192,"English","USA",1.8e+07,2000,6.7,812
"Color",68,115,17174870,"Center Stage ",15817,210,"English","USA",1.8e+07,2000,6.7,0
"Color",97,107,26284475,"Love the Coopers ",9051,68,"English","USA",1.7e+07,2015,5.7,0
